date,description,debit,credit
2013-07-05,TRANSACTION 2587,424,946
2013-07-05,TRANSACTION 2588,960,617
2013-07-05,TRANSACTION 2589,374,598
2013-07-04,TRANSACTION 2590,88,593
2013-07-03,TRANSACTION 2591,806,494
2013-07-03,TRANSACTION 2592,293,585
2013-07-03,TRANSACTION 2593,398,551
2013-07-03,TRANSACTION 2594,859,467
2013-07-02,TRANSACTION 2595,432,502
2013-07-02,TRANSACTION 2596,726,726
2013-07-02,TRANSACTION 2597,933,977
2013-07-02,TRANSACTION 2598,835,625
2013-07-02,TRANSACTION 2599,254,741
2013-07-02,TRANSACTION 2600,826,750
2013-07-02,TRANSACTION 2601,322,908
2013-07-02,TRANSACTION 2602,753,999
2013-07-02,TRANSACTION 2603,950,730
2013-07-02,TRANSACTION 2604,926,562
2013-07-02,TRANSACTION 2605,95,845
2013-06-28,TRANSACTION 2606,267,962
2013-06-28,TRANSACTION 2607,546,621
2013-06-28,TRANSACTION 2608,723,463
2013-06-28,TRANSACTION 2609,652,647
2013-06-28,TRANSACTION 2610,725,984
2013-06-28,TRANSACTION 2611,641,810
2013-06-28,TRANSACTION 2612,692,565
2013-06-27,TRANSACTION 2613,492,742
2013-06-27,TRANSACTION 2614,846,907
2013-06-27,TRANSACTION 2615,582,786
2013-06-26,TRANSACTION 2616,366,988
2013-06-26,TRANSACTION 2617,883,889
2013-06-26,TRANSACTION 2618,340,547
2013-06-25,TRANSACTION 2619,324,947
2013-06-24,TRANSACTION 2620,717,858
2013-06-24,TRANSACTION 2621,401,480
2013-06-24,TRANSACTION 2622,734,809
2013-06-24,TRANSACTION 2623,36,736
2013-06-24,TRANSACTION 2624,734,875
2013-06-24,TRANSACTION 2625,943,582
2013-06-24,TRANSACTION 2626,233,644
2013-06-24,TRANSACTION 2627,541,715
2013-06-24,TRANSACTION 2628,839,693
2013-06-24,TRANSACTION 2629,544,828
2013-06-24,TRANSACTION 2630,482,403
2013-06-21,TRANSACTION 2631,954,670
2013-06-21,TRANSACTION 2632,49,823
2013-06-21,TRANSACTION 2633,72,611
2013-06-19,TRANSACTION 2634,271,614
2013-06-17,TRANSACTION 2635,130,523
2013-06-17,TRANSACTION 2636,129,871
2013-06-17,TRANSACTION 2637,886,846
2013-06-17,TRANSACTION 2638,536,579
2013-06-17,TRANSACTION 2639,170,641
2013-06-17,TRANSACTION 2640,646,878
2013-06-17,TRANSACTION 2641,921,958
2013-06-17,TRANSACTION 2642,569,546
2013-06-17,TRANSACTION 2643,176,685
2013-06-17,TRANSACTION 2644,415,886
2013-06-17,TRANSACTION 2645,192,460
2013-06-14,TRANSACTION 2646,998,773
2013-06-14,TRANSACTION 2647,182,810
2013-06-14,TRANSACTION 2648,634,633
2013-06-14,TRANSACTION 2649,484,860
2013-06-12,TRANSACTION 2650,49,568
2013-06-11,TRANSACTION 2651,141,579
2013-06-10,TRANSACTION 2652,420,551
2013-06-10,TRANSACTION 2653,690,738
2013-06-10,TRANSACTION 2654,482,981
2013-06-10,TRANSACTION 2655,586,522
2013-06-07,TRANSACTION 2656,826,804
2013-06-07,TRANSACTION 2657,731,744
2013-06-06,TRANSACTION 2658,900,602
2013-06-06,TRANSACTION 2659,985,538
2013-06-06,TRANSACTION 2660,361,990
2013-06-05,TRANSACTION 2661,395,554
2013-06-04,TRANSACTION 2662,385,627
2013-06-04,TRANSACTION 2663,521,579
2013-06-03,TRANSACTION 2664,983,431
2013-06-03,TRANSACTION 2665,387,725
2013-06-03,TRANSACTION 2666,243,780
2013-06-03,TRANSACTION 2667,217,413
2013-06-03,TRANSACTION 2668,683,621
2013-06-03,TRANSACTION 2669,189,558
2013-06-03,TRANSACTION 2670,536,561
2013-06-03,TRANSACTION 2671,762,740
2013-05-31,TRANSACTION 2672,467,709
2013-05-31,TRANSACTION 2673,531,596
2013-05-31,TRANSACTION 2674,699,665
2013-05-31,TRANSACTION 2675,676,785
2013-05-31,TRANSACTION 2676,175,501
2013-05-31,TRANSACTION 2677,218,742
2013-05-31,TRANSACTION 2678,653,500
2013-05-30,TRANSACTION 2679,16,999
2013-05-30,TRANSACTION 2680,373,551
2013-05-30,TRANSACTION 2681,318,802
2013-05-28,TRANSACTION 2682,564,837
2013-05-28,TRANSACTION 2683,494,573
2013-05-27,TRANSACTION 2684,546,917
2013-05-27,TRANSACTION 2685,208,710
2013-05-27,TRANSACTION 2686,207,557
2013-05-23,TRANSACTION 2687,739,995
2013-05-22,TRANSACTION 2688,787,728
2013-05-21,TRANSACTION 2689,275,852
2013-05-21,TRANSACTION 2690,804,709
2013-05-21,TRANSACTION 2691,407,815
2013-05-17,TRANSACTION 2692,941,462
2013-05-15,TRANSACTION 2693,371,864
2013-05-15,TRANSACTION 2694,194,800
2013-05-14,TRANSACTION 2695,374,697
2013-05-14,TRANSACTION 2696,379,616
2013-05-14,TRANSACTION 2697,920,653
2013-05-13,TRANSACTION 2698,853,709
2013-05-13,TRANSACTION 2699,23,689
2013-05-13,TRANSACTION 2700,656,549
2013-05-13,TRANSACTION 2701,515,737
2013-05-13,TRANSACTION 2702,184,982
2013-05-09,TRANSACTION 2703,664,966
2013-05-09,TRANSACTION 2704,930,951
2013-05-09,TRANSACTION 2705,693,585
2013-05-09,TRANSACTION 2706,772,473
2013-05-09,TRANSACTION 2707,571,982
2013-05-07,TRANSACTION 2708,179,527
2013-05-07,TRANSACTION 2709,463,679
2013-05-07,TRANSACTION 2710,949,619
2013-05-07,TRANSACTION 2711,981,565
2013-05-07,TRANSACTION 2712,257,468
2013-05-06,TRANSACTION 2713,852,666
2013-05-06,TRANSACTION 2714,218,622
2013-05-06,TRANSACTION 2715,387,565
2013-05-06,TRANSACTION 2716,85,914
2013-05-06,TRANSACTION 2717,396,886
2013-05-06,TRANSACTION 2718,48,922
2013-05-03,TRANSACTION 2719,517,701
2013-05-03,TRANSACTION 2720,465,876
2013-05-02,TRANSACTION 2721,440,438
2013-05-02,TRANSACTION 2722,195,408
2013-05-02,TRANSACTION 2723,676,753
2013-05-01,TRANSACTION 2724,381,815
2013-05-01,TRANSACTION 2725,232,759
2013-04-30,TRANSACTION 2726,738,548
2013-04-30,TRANSACTION 2727,96,544
2013-04-30,TRANSACTION 2728,465,580
2013-04-30,TRANSACTION 2729,708,453
2013-04-29,TRANSACTION 2730,958,540
2013-04-29,TRANSACTION 2731,503,833
2013-04-29,TRANSACTION 2732,466,751
2013-04-29,TRANSACTION 2733,292,428
2013-04-29,TRANSACTION 2734,372,862
2013-04-29,TRANSACTION 2735,990,407
2013-04-26,TRANSACTION 2736,114,854
2013-04-25,TRANSACTION 2737,150,741
2013-04-25,TRANSACTION 2738,52,970
2013-04-23,TRANSACTION 2739,716,828
2013-04-23,TRANSACTION 2740,347,452
2013-04-23,TRANSACTION 2741,76,530
2013-04-23,TRANSACTION 2742,969,677
2013-04-22,TRANSACTION 2743,883,527
2013-04-22,TRANSACTION 2744,640,821
2013-04-22,TRANSACTION 2745,864,442
2013-04-19,TRANSACTION 2746,996,789
2013-04-18,TRANSACTION 2747,135,491
2013-04-18,TRANSACTION 2748,114,977
2013-04-17,TRANSACTION 2749,187,732
2013-04-17,TRANSACTION 2750,321,659
2013-04-17,TRANSACTION 2751,650,586
2013-04-15,TRANSACTION 2752,588,543
2013-04-15,TRANSACTION 2753,134,769
2013-04-15,TRANSACTION 2754,973,499
2013-04-15,TRANSACTION 2755,466,599
2013-04-15,TRANSACTION 2756,729,768
2013-04-12,TRANSACTION 2757,403,702
2013-04-12,TRANSACTION 2758,380,521
2013-04-12,TRANSACTION 2759,136,680
2013-04-11,TRANSACTION 2760,969,916
2013-04-11,TRANSACTION 2761,358,417
2013-04-11,TRANSACTION 2762,657,684
2013-04-11,TRANSACTION 2763,888,782
2013-04-09,TRANSACTION 2764,904,706
2013-04-09,TRANSACTION 2765,882,703
2013-04-08,TRANSACTION 2766,150,747
2013-04-08,TRANSACTION 2767,419,463
2013-04-08,TRANSACTION 2768,32,706
2013-04-08,TRANSACTION 2769,555,842
2013-04-08,TRANSACTION 2770,141,911
2013-04-08,TRANSACTION 2771,492,546
2013-04-08,TRANSACTION 2772,425,752
2013-04-05,TRANSACTION 2773,899,715
2013-04-05,TRANSACTION 2774,99,969
2013-04-05,TRANSACTION 2775,122,539
2013-04-04,TRANSACTION 2776,582,480
2013-04-04,TRANSACTION 2777,169,535
2013-04-04,TRANSACTION 2778,349,552
2013-04-04,TRANSACTION 2779,745,950
2013-04-03,TRANSACTION 2780,228,967
2013-04-02,TRANSACTION 2781,779,969
2013-04-01,TRANSACTION 2782,206,831
2013-04-01,TRANSACTION 2783,763,961
2013-04-01,TRANSACTION 2784,976,869
2013-04-01,TRANSACTION 2785,123,936
2013-04-01,TRANSACTION 2786,927,821
2013-04-01,TRANSACTION 2787,73,765
2013-04-01,TRANSACTION 2788,724,400
2013-04-01,TRANSACTION 2789,381,677
2013-04-01,TRANSACTION 2790,891,799
2013-04-01,TRANSACTION 2791,761,781
2013-04-01,TRANSACTION 2792,844,546
2013-03-28,TRANSACTION 2793,327,628
2013-03-28,TRANSACTION 2794,633,979
2013-03-28,TRANSACTION 2795,165,710
2013-03-27,TRANSACTION 2796,44,664
2013-03-27,TRANSACTION 2797,610,709
2013-03-27,TRANSACTION 2798,403,738
2013-03-27,TRANSACTION 2799,791,945
2013-03-27,TRANSACTION 2800,177,898
2013-03-26,TRANSACTION 2801,754,758
2013-03-26,TRANSACTION 2802,634,808
2013-03-25,TRANSACTION 2803,163,955
2013-03-25,TRANSACTION 2804,309,570
2013-03-25,TRANSACTION 2805,433,952
2013-03-22,TRANSACTION 2806,221,994
2013-03-22,TRANSACTION 2807,453,509
2013-03-22,TRANSACTION 2808,135,529
2013-03-22,TRANSACTION 2809,999,413
2013-03-22,TRANSACTION 2810,802,814
2013-03-21,TRANSACTION 2811,355,739
2013-03-20,TRANSACTION 2812,123,956
2013-03-18,TRANSACTION 2813,670,544
2013-03-18,TRANSACTION 2814,808,614
2013-03-18,TRANSACTION 2815,994,440
2013-03-18,TRANSACTION 2816,733,558
2013-03-18,TRANSACTION 2817,93,759
2013-03-18,TRANSACTION 2818,588,425
2013-03-18,TRANSACTION 2819,247,552
2013-03-18,TRANSACTION 2820,704,783
2013-03-18,TRANSACTION 2821,388,772
2013-03-18,TRANSACTION 2822,640,943
2013-03-18,TRANSACTION 2823,797,991
2013-03-15,TRANSACTION 2824,98,850
2013-03-15,TRANSACTION 2825,849,906
2013-03-14,TRANSACTION 2826,661,746
2013-03-14,TRANSACTION 2827,61,700
2013-03-14,TRANSACTION 2828,14,829
2013-03-13,TRANSACTION 2829,800,877
2013-03-13,TRANSACTION 2830,398,827
2013-03-11,TRANSACTION 2831,697,522
2013-03-11,TRANSACTION 2832,371,755
2013-03-11,TRANSACTION 2833,183,536
2013-03-11,TRANSACTION 2834,69,752
2013-03-11,TRANSACTION 2835,818,772
2013-03-11,TRANSACTION 2836,501,827
2013-03-11,TRANSACTION 2837,261,932
2013-03-11,TRANSACTION 2838,683,895
2013-03-11,TRANSACTION 2839,373,984
2013-03-08,TRANSACTION 2840,669,619
2013-03-08,TRANSACTION 2841,773,561
2013-03-08,TRANSACTION 2842,324,821
2013-03-07,TRANSACTION 2843,987,483
2013-03-07,TRANSACTION 2844,604,902
2013-03-06,TRANSACTION 2845,538,495
2013-03-06,TRANSACTION 2846,712,616
2013-03-05,TRANSACTION 2847,275,693
2013-03-05,TRANSACTION 2848,363,584
2013-03-05,TRANSACTION 2849,404,662
2013-03-04,TRANSACTION 2850,424,456
2013-03-04,TRANSACTION 2851,625,987
2013-03-04,TRANSACTION 2852,781,558
2013-03-04,TRANSACTION 2853,857,932
2013-03-01,TRANSACTION 2854,818,817
2013-03-01,TRANSACTION 2855,386,571
2013-02-28,TRANSACTION 2856,63,491
2013-02-28,TRANSACTION 2857,573,937
2013-02-28,TRANSACTION 2858,744,458
2013-02-28,TRANSACTION 2859,685,480
2013-02-28,TRANSACTION 2860,812,670
2013-02-28,TRANSACTION 2861,884,579
2013-02-27,TRANSACTION 2862,466,768
2013-02-26,TRANSACTION 2863,229,422
2013-02-25,TRANSACTION 2864,747,781
2013-02-25,TRANSACTION 2865,824,429
2013-02-25,TRANSACTION 2866,410,565
2013-02-25,TRANSACTION 2867,723,687
2013-02-25,TRANSACTION 2868,501,742
2013-02-25,TRANSACTION 2869,264,697
2013-02-25,TRANSACTION 2870,230,426
2013-02-25,TRANSACTION 2871,363,963
2013-02-25,TRANSACTION 2872,479,602
2013-02-25,TRANSACTION 2873,711,493
2013-02-25,TRANSACTION 2874,697,889
2013-02-25,TRANSACTION 2875,169,443
2013-02-22,TRANSACTION 2876,551,840
2013-02-22,TRANSACTION 2877,860,636
2013-02-22,TRANSACTION 2878,147,477
2013-02-20,TRANSACTION 2879,792,688
2013-02-20,TRANSACTION 2880,135,655
2013-02-20,TRANSACTION 2881,347,899
2013-02-20,TRANSACTION 2882,739,802
2013-02-20,TRANSACTION 2883,709,608
2013-02-20,TRANSACTION 2884,978,740
2013-02-19,TRANSACTION 2885,255,915
2013-02-19,TRANSACTION 2886,70,634
2013-02-19,TRANSACTION 2887,310,451
2013-02-19,TRANSACTION 2888,909,456
2013-02-19,TRANSACTION 2889,905,585
2013-02-15,TRANSACTION 2890,560,737
2013-02-15,TRANSACTION 2891,459,699
2013-02-14,TRANSACTION 2892,923,907
2013-02-13,TRANSACTION 2893,852,420
2013-02-13,TRANSACTION 2894,882,585
2013-02-12,TRANSACTION 2895,666,632
2013-02-11,TRANSACTION 2896,317,881
2013-02-11,TRANSACTION 2897,130,440
2013-02-11,TRANSACTION 2898,171,914
2013-02-11,TRANSACTION 2899,617,727
2013-02-11,TRANSACTION 2900,694,683
2013-02-11,TRANSACTION 2901,54,543
2013-02-11,TRANSACTION 2902,826,745
2013-02-08,TRANSACTION 2903,488,460
2013-02-08,TRANSACTION 2904,653,950
2013-02-08,TRANSACTION 2905,183,979
2013-02-08,TRANSACTION 2906,573,562
2013-02-06,TRANSACTION 2907,370,409
2013-02-06,TRANSACTION 2908,524,690
2013-02-06,TRANSACTION 2909,234,558
2013-02-05,TRANSACTION 2910,567,970
2013-02-05,TRANSACTION 2911,267,953
2013-02-04,TRANSACTION 2912,556,603
2013-02-04,TRANSACTION 2913,185,908
2013-02-04,TRANSACTION 2914,461,609
2013-02-04,TRANSACTION 2915,376,677
2013-02-04,TRANSACTION 2916,46,591
2013-02-04,TRANSACTION 2917,59,656
2013-02-04,TRANSACTION 2918,451,499
2013-02-04,TRANSACTION 2919,203,484
2013-02-01,TRANSACTION 2920,271,909
2013-02-01,TRANSACTION 2921,115,907
2013-02-01,TRANSACTION 2922,267,883
2013-02-01,TRANSACTION 2923,612,484
2013-02-01,TRANSACTION 2924,524,474
2013-02-01,TRANSACTION 2925,13,770
2013-01-31,TRANSACTION 2926,814,505
2013-01-31,TRANSACTION 2927,397,707
2013-01-31,TRANSACTION 2928,18,457
2013-01-31,TRANSACTION 2929,239,711
2013-01-31,TRANSACTION 2930,558,466
2013-01-31,TRANSACTION 2931,429,617
2013-01-31,TRANSACTION 2932,763,419
2013-01-30,TRANSACTION 2933,338,623
2013-01-30,TRANSACTION 2934,890,675
2013-01-29,TRANSACTION 2935,936,942
2013-01-28,TRANSACTION 2936,739,758
2013-01-28,TRANSACTION 2937,368,971
2013-01-28,TRANSACTION 2938,854,759
2013-01-28,TRANSACTION 2939,25,978
2013-01-28,TRANSACTION 2940,75,518
2013-01-28,TRANSACTION 2941,985,523
2013-01-25,TRANSACTION 2942,526,973
2013-01-25,TRANSACTION 2943,447,675
2013-01-25,TRANSACTION 2944,69,429
2013-01-25,TRANSACTION 2945,973,751
2013-01-25,TRANSACTION 2946,280,784
2013-01-25,TRANSACTION 2947,591,826
2013-01-25,TRANSACTION 2948,688,532
2013-01-25,TRANSACTION 2949,758,983
2013-01-25,TRANSACTION 2950,202,580
2013-01-24,TRANSACTION 2951,901,690
2013-01-24,TRANSACTION 2952,239,932
2013-01-23,TRANSACTION 2953,394,854
2013-01-23,TRANSACTION 2954,366,579
2013-01-23,TRANSACTION 2955,179,573
2013-01-22,TRANSACTION 2956,161,595
2013-01-22,TRANSACTION 2957,433,848
2013-01-22,TRANSACTION 2958,815,762
2013-01-21,TRANSACTION 2959,439,765
2013-01-21,TRANSACTION 2960,114,638
2013-01-21,TRANSACTION 2961,653,537
2013-01-21,TRANSACTION 2962,463,462
2013-01-21,TRANSACTION 2963,388,989
2013-01-21,TRANSACTION 2964,588,739
2013-01-21,TRANSACTION 2965,781,916
2013-01-18,TRANSACTION 2966,132,534
2013-01-18,TRANSACTION 2967,653,903
2013-01-18,TRANSACTION 2968,821,740
2013-01-17,TRANSACTION 2969,293,929
2013-01-17,TRANSACTION 2970,387,592
2013-01-16,TRANSACTION 2971,954,584
2013-01-16,TRANSACTION 2972,847,957
2013-01-16,TRANSACTION 2973,585,623
2013-01-15,TRANSACTION 2974,388,810
2013-01-15,TRANSACTION 2975,321,400
2013-01-15,TRANSACTION 2976,200,710
2013-01-15,TRANSACTION 2977,686,626
2013-01-14,TRANSACTION 2978,797,670
2013-01-11,TRANSACTION 2979,892,852
2013-01-11,TRANSACTION 2980,333,885
2013-01-11,TRANSACTION 2981,334,812
2013-01-11,TRANSACTION 2982,149,690
2013-01-10,TRANSACTION 2983,923,708
2013-01-10,TRANSACTION 2984,815,400
2013-01-09,TRANSACTION 2985,805,967
2013-01-09,TRANSACTION 2986,701,986
2013-01-09,TRANSACTION 2987,300,427
2013-01-08,TRANSACTION 2988,304,575
2013-01-08,TRANSACTION 2989,518,980
2013-01-08,TRANSACTION 2990,13,491
2013-01-07,TRANSACTION 2991,406,694
2013-01-07,TRANSACTION 2992,509,853
2013-01-07,TRANSACTION 2993,189,532
2013-01-07,TRANSACTION 2994,425,412
2013-01-07,TRANSACTION 2995,139,896
2013-01-07,TRANSACTION 2996,985,658
2013-01-04,TRANSACTION 2997,20,955
2013-01-04,TRANSACTION 2998,610,892
2013-01-04,TRANSACTION 2999,593,620
2013-01-04,TRANSACTION 3000,387,733
2013-01-03,TRANSACTION 3001,273,422
2013-01-02,TRANSACTION 3002,944,542
2013-01-02,TRANSACTION 3003,402,902
2013-01-02,TRANSACTION 3004,949,944
2013-01-02,TRANSACTION 3005,73,884
2013-01-02,TRANSACTION 3006,635,933
2013-01-02,TRANSACTION 3007,837,961
2013-01-02,TRANSACTION 3008,200,806
2013-01-02,TRANSACTION 3009,253,676
2013-01-02,TRANSACTION 3010,549,440
2013-01-02,TRANSACTION 3011,160,724
2013-01-02,TRANSACTION 3012,192,794
2012-12-31,TRANSACTION 3013,467,461
2012-12-31,TRANSACTION 3014,816,744
2012-12-31,TRANSACTION 3015,195,629
2012-12-31,TRANSACTION 3016,475,581
2012-12-31,TRANSACTION 3017,10,948
2012-12-31,TRANSACTION 3018,432,548
2012-12-31,TRANSACTION 3019,98,681
2012-12-31,TRANSACTION 3020,923,641
2012-12-31,TRANSACTION 3021,36,991
2012-12-31,TRANSACTION 3022,811,592
2012-12-31,TRANSACTION 3023,914,754
2012-12-31,TRANSACTION 3024,97,757
2012-12-31,TRANSACTION 3025,737,657
2012-12-31,TRANSACTION 3026,23,987
2012-12-28,TRANSACTION 3027,96,588
2012-12-28,TRANSACTION 3028,399,653
2012-12-28,TRANSACTION 3029,517,406
2012-12-27,TRANSACTION 3030,751,914
2012-12-27,TRANSACTION 3031,716,852
2012-12-27,TRANSACTION 3032,236,426
2012-12-27,TRANSACTION 3033,145,879
2012-12-27,TRANSACTION 3034,538,554
2012-12-24,TRANSACTION 3035,280,445
2012-12-24,TRANSACTION 3036,758,418
2012-12-24,TRANSACTION 3037,501,570
2012-12-24,TRANSACTION 3038,695,857
2012-12-24,TRANSACTION 3039,992,910
2012-12-24,TRANSACTION 3040,899,565
2012-12-24,TRANSACTION 3041,740,973
2012-12-20,TRANSACTION 3042,637,640
2012-12-19,TRANSACTION 3043,378,806
2012-12-18,TRANSACTION 3044,485,431
2012-12-17,TRANSACTION 3045,472,745
2012-12-17,TRANSACTION 3046,838,629
2012-12-17,TRANSACTION 3047,571,571
2012-12-17,TRANSACTION 3048,526,969
2012-12-17,TRANSACTION 3049,961,867
2012-12-17,TRANSACTION 3050,949,480
2012-12-14,TRANSACTION 3051,52,866
2012-12-14,TRANSACTION 3052,854,644
2012-12-14,TRANSACTION 3053,731,985
2012-12-14,TRANSACTION 3054,912,716
2012-12-13,TRANSACTION 3055,421,977
2012-12-12,TRANSACTION 3056,51,954
2012-12-12,TRANSACTION 3057,555,543
2012-12-11,TRANSACTION 3058,440,737
2012-12-11,TRANSACTION 3059,894,929
2012-12-10,TRANSACTION 3060,226,588
2012-12-10,TRANSACTION 3061,586,903
2012-12-10,TRANSACTION 3062,577,900
2012-12-07,TRANSACTION 3063,108,501
2012-12-06,TRANSACTION 3064,135,760
2012-12-06,TRANSACTION 3065,372,539
2012-12-05,TRANSACTION 3066,49,604
2012-12-05,TRANSACTION 3067,121,468
2012-12-04,TRANSACTION 3068,108,988
2012-12-03,TRANSACTION 3069,344,626
2012-12-03,TRANSACTION 3070,349,793
2012-12-03,TRANSACTION 3071,695,911
2012-12-03,TRANSACTION 3072,168,563
2012-12-03,TRANSACTION 3073,669,494
2012-11-30,TRANSACTION 3074,735,698
2012-11-30,TRANSACTION 3075,977,865
2012-11-30,TRANSACTION 3076,996,476
2012-11-30,TRANSACTION 3077,164,468
2012-11-30,TRANSACTION 3078,911,440
2012-11-30,TRANSACTION 3079,413,490
2012-11-30,TRANSACTION 3080,647,485
2012-11-28,TRANSACTION 3081,50,510
2012-11-27,TRANSACTION 3082,72,878
2012-11-26,TRANSACTION 3083,720,551
2012-11-26,TRANSACTION 3084,85,780
2012-11-26,TRANSACTION 3085,632,601
2012-11-26,TRANSACTION 3086,922,503
2012-11-26,TRANSACTION 3087,629,782
2012-11-26,TRANSACTION 3088,785,602
2012-11-26,TRANSACTION 3089,23,742
2012-11-26,TRANSACTION 3090,595,552
2012-11-23,TRANSACTION 3091,316,763
2012-11-23,TRANSACTION 3092,561,602
2012-11-23,TRANSACTION 3093,569,529
2012-11-23,TRANSACTION 3094,86,569
2012-11-23,TRANSACTION 3095,282,887
2012-11-23,TRANSACTION 3096,937,815
2012-11-21,TRANSACTION 3097,688,459
2012-11-21,TRANSACTION 3098,747,950
2012-11-20,TRANSACTION 3099,423,561
2012-11-20,TRANSACTION 3100,230,439
2012-11-19,TRANSACTION 3101,665,499
2012-11-19,TRANSACTION 3102,120,451
2012-11-19,TRANSACTION 3103,548,740
2012-11-19,TRANSACTION 3104,27,925
2012-11-19,TRANSACTION 3105,108,669
2012-11-19,TRANSACTION 3106,979,609
2012-11-19,TRANSACTION 3107,757,470
2012-11-19,TRANSACTION 3108,646,752
2012-11-16,TRANSACTION 3109,471,874
2012-11-16,TRANSACTION 3110,120,436
2012-11-16,TRANSACTION 3111,518,590
2012-11-16,TRANSACTION 3112,307,807
2012-11-15,TRANSACTION 3113,799,536
2012-11-15,TRANSACTION 3114,914,829
2012-11-15,TRANSACTION 3115,289,504
2012-11-14,TRANSACTION 3116,348,531
2012-11-13,TRANSACTION 3117,956,498
2012-11-13,TRANSACTION 3118,908,563
2012-11-13,TRANSACTION 3119,449,404
2012-11-13,TRANSACTION 3120,734,964
2012-11-09,TRANSACTION 3121,220,408
2012-11-08,TRANSACTION 3122,222,654
2012-11-07,TRANSACTION 3123,641,518
2012-11-05,TRANSACTION 3124,976,639
2012-11-05,TRANSACTION 3125,456,910
2012-11-05,TRANSACTION 3126,819,446
2012-11-05,TRANSACTION 3127,844,755
2012-11-05,TRANSACTION 3128,252,742
2012-11-05,TRANSACTION 3129,647,611
2012-11-05,TRANSACTION 3130,855,453
2012-11-05,TRANSACTION 3131,363,727
2012-11-05,TRANSACTION 3132,124,593
2012-11-05,TRANSACTION 3133,822,842
2012-11-05,TRANSACTION 3134,400,577
2012-11-05,TRANSACTION 3135,199,792
2012-11-02,TRANSACTION 3136,555,814
2012-11-02,TRANSACTION 3137,271,474
2012-11-02,TRANSACTION 3138,941,491
2012-11-02,TRANSACTION 3139,43,827
2012-11-02,TRANSACTION 3140,735,732
2012-11-02,TRANSACTION 3141,388,782
2012-11-02,TRANSACTION 3142,822,935
2012-11-01,TRANSACTION 3143,973,458
2012-11-01,TRANSACTION 3144,776,410
2012-11-01,TRANSACTION 3145,496,618
2012-11-01,TRANSACTION 3146,846,499
2012-11-01,TRANSACTION 3147,896,989
2012-10-31,TRANSACTION 3148,17,432
2012-10-31,TRANSACTION 3149,962,588
2012-10-31,TRANSACTION 3150,912,752
2012-10-31,TRANSACTION 3151,393,445
2012-10-31,TRANSACTION 3152,480,940
2012-10-30,TRANSACTION 3153,263,783
2012-10-30,TRANSACTION 3154,130,531
2012-10-29,TRANSACTION 3155,582,909
2012-10-29,TRANSACTION 3156,709,634
2012-10-29,TRANSACTION 3157,723,567
2012-10-29,TRANSACTION 3158,181,640
2012-10-29,TRANSACTION 3159,579,799
2012-10-29,TRANSACTION 3160,224,619
2012-10-29,TRANSACTION 3161,355,788
2012-10-29,TRANSACTION 3162,420,434
2012-10-29,TRANSACTION 3163,662,894
2012-10-29,TRANSACTION 3164,513,969
2012-10-29,TRANSACTION 3165,571,480
2012-10-29,TRANSACTION 3166,744,713
2012-10-29,TRANSACTION 3167,71,549
2012-10-29,TRANSACTION 3168,475,808
2012-10-29,TRANSACTION 3169,945,989
2012-10-29,TRANSACTION 3170,471,621
2012-10-29,TRANSACTION 3171,980,739
2012-10-29,TRANSACTION 3172,807,420
2012-10-29,TRANSACTION 3173,146,638
2012-10-26,TRANSACTION 3174,885,770
2012-10-26,TRANSACTION 3175,513,873
2012-10-26,TRANSACTION 3176,250,876
2012-10-26,TRANSACTION 3177,365,869
2012-10-26,TRANSACTION 3178,200,487
2012-10-26,TRANSACTION 3179,811,987
2012-10-26,TRANSACTION 3180,144,637
2012-10-26,TRANSACTION 3181,896,655
2012-10-26,TRANSACTION 3182,769,633
2012-10-25,TRANSACTION 3183,376,811
2012-10-25,TRANSACTION 3184,832,958
2012-10-25,TRANSACTION 3185,933,724
2012-10-25,TRANSACTION 3186,869,644
2012-10-24,TRANSACTION 3187,432,880
2012-10-24,TRANSACTION 3188,36,551
2012-10-24,TRANSACTION 3189,896,454
2012-10-24,TRANSACTION 3190,541,552
2012-10-23,TRANSACTION 3191,234,417
2012-10-22,TRANSACTION 3192,68,516
2012-10-22,TRANSACTION 3193,231,802
2012-10-22,TRANSACTION 3194,776,478
2012-10-22,TRANSACTION 3195,353,981
2012-10-22,TRANSACTION 3196,273,775
2012-10-22,TRANSACTION 3197,567,950
2012-10-22,TRANSACTION 3198,246,965
2012-10-22,TRANSACTION 3199,137,668
2012-10-22,TRANSACTION 3200,581,789
2012-10-19,TRANSACTION 3201,919,400
2012-10-19,TRANSACTION 3202,557,500
2012-10-19,TRANSACTION 3203,324,726
2012-10-18,TRANSACTION 3204,463,552
2012-10-18,TRANSACTION 3205,331,443
2012-10-18,TRANSACTION 3206,505,706
2012-10-18,TRANSACTION 3207,606,836
2012-10-18,TRANSACTION 3208,388,586
2012-10-18,TRANSACTION 3209,47,779
2012-10-17,TRANSACTION 3210,95,599
2012-10-17,TRANSACTION 3211,505,794
2012-10-16,TRANSACTION 3212,886,470
2012-10-15,TRANSACTION 3213,284,784
2012-10-15,TRANSACTION 3214,159,709
2012-10-15,TRANSACTION 3215,102,868
2012-10-15,TRANSACTION 3216,754,860
2012-10-15,TRANSACTION 3217,482,819
2012-10-15,TRANSACTION 3218,383,934
2012-10-15,TRANSACTION 3219,253,742
2012-10-15,TRANSACTION 3220,343,457
2012-10-15,TRANSACTION 3221,76,933
